name,Creature Level,Source,Perception,Senses,Rarity,Alignment,Size,Trait 1,Trait 2,Trait 3,Trait 4,Trait 5,Trait 6,Trait 7,Language 1,Language 2,Language 3,Language 4,Language 5,Language 6,Language 7,Language 8,Language 9,Language 10,Language 11,Language 12,Language 13,Language 14,Language 15,Strength,Dexterity,Constitution,Intelligence,Wisdom,Charisma,Acrobatics,Arcana,Athletics,Crafting,Deception,Diplomacy,Intimidation,Medicine,Nature,Occultism,Performance,Religion,Society,Stealth,Survival,Thievery,HP,AC,Fort,Ref,Will,Immunities,Resistances,Weaknesses,Speed,Attack 1,Attack 2,Attack 3,Attack 4,Attack 5,Attack 6,Attack 7,Spells 1,Spells 2,Spells 3,Reaction 1,Reaction 2,Reaction 3
FIRE WISP,0,Bestiary 3,6,"Darkvision, smoke vision",Common,Neutral,Tiny,Elemental,Fire,,,,,,Ignan,,,,,,,,,,,,,,,2,3,2,0,2,0,5,,,,,,,,,,,,,7,,,18,16,6,7,4,"bleed, fire, paralyzed, poison, sleep",,"cold 2, water 2","40 feet, fly 15 feet","Melee tendril +6 (reach 10 feet), Damage 1d4 fire plus 1 persistent fire",,,,,,,,,,Accord Essence (air) Trigger An ally within 30 feet that benefited from the wispes resonance in the last hour is targeted by an attack; Effect The wisp detonates itself in a small elemental explosion that gives temporary Hit Points equal to half the wispes current Hit Points to allies within 30 feet that have benefited from the wispes resonance in the last hour. These temporary Hit Points last 1 hour.,,
WATER WISP,0,Bestiary 3,6,"Darkvision, mist vision",Common,Neutral,Tiny,Elemental,Water,,,,,,Aquan,,,,,,,,,,,,,,,2,2,3,0,2,0,,,4,,,,,6,,,,,,,,,20,14,8,4,4,"bleed, paralyzed, poison, sleep",fire 2,,"25 feet, swim 25 feet","Melee tendril +6 (reach 10 feet), Damage 1d6 bludgeoning",,,,,,,,,,Accord Essence (water) Trigger An ally within 30 feet that benefited from the wispes resonance in the last hour is targeted by an attack; Effect The wisp detonates itself in a small elemental explosion that gives temporary Hit Points equal to half the wispes current Hit Points to allies within 30 feet that have benefited from the wispes resonance in the last hour. These temporary Hit Points last 1 hour.,,
ELEPHANT,7,Bestiary,13,"Low-Light Vision, Scent (imprecise) 30 feet",Common,Neutral,Huge,Animal,,,,,,,,,,,,,,,,,,,,,,7,0,4,-4,2,-2,,,17,,,,,,,,,,,,15,,130,23,18,11,13,,,,40 feet,"Melee tusk +16 (reach 10 feet), Damage 3d8+9 piercing","Melee trunk +18 (reach 15 feet), Effect grabbing trunk","Melee foot +16 (reach 10 feet), Damage 2d10+9 bludgeoning",,,,,,,,,,
ANANCUS,8,Bestiary 2,16,"Low-Light Vision, Scent (imprecise) 30 feet",Common,Neutral,Huge,Animal,,,,,,,,,,,,,,,,,,,,,,7,0,5,-4,2,-2,,,19,,,,,,,,,,,,16,,170,25,19,14,16,,,,40 feet,"Melee tusk +19 (reach 15 feet), Damage 2d12+11 piercing","Melee foot +17 (reach 10 feet), Damage 2d10+9 bludgeoning",,,,,,,,,,,
GIGI,9,Extinction Curse - 02 - Legacy of the Lost God,16,"Low-Light Vision, Scent (imprecise) 30 feet",Common,Neutral,Huge,Animal,,,,,,,,,,,,,,,,,,,,,,8,1,5,-4,1,-2,,,20,,,,,,,,,,,,17,,170,27,19,13,16,,,,45 feet,"Melee tusk +20 (reach 15 feet), Damage 3d8+10 piercing","Melee trunk +20 (reach 15 feet), Effect grabbing trunk","Melee foot +20 (reach 10 feet), Damage 2d10+10 bludgeoning",,,,,,,,,,
MASTODON,9,Bestiary 2,17,"Low-Light Vision, Scent (imprecise) 30 feet",Common,Neutral,Huge,Animal,,,,,,,,,,,,,,,,,,,,,,8,0,5,-4,2,-2,,,21,,,,,,,,,,,,17,,175,26,20,13,17,,,,45 feet,"Melee tusk +21 (reach 15 feet), Damage 3d8+12 piercing","Melee trunk +21 (reach 15 feet), Effect grabbing trunk","Melee foot +21 (reach 10 feet), Damage 2d10+12 bludgeoning",,,,,,,,,,
MAMMOTH,10,Bestiary,18,"Low-Light Vision, Scent (imprecise) 30 feet",Common,Neutral,Huge,Animal,,,,,,,,,,,,,,,,,,,,,,8,1,5,-4,1,-2,,,22,,,,,,,,,,,,19,,190,29,21,15,18,,,,45 feet,"Melee tusk +22 (reach 15 feet), Damage 3d8+12 piercing","Melee trunk +22 (reach 15 feet), Effect grabbing trunk","Melee foot +22 (reach 10 feet), Damage 2d10+12 bludgeoning",,,,,,,,,,
EMPEROR BIRD,2,Age of Ashes - 01 - Hellknight Hill,8,,Uncommon,Neutral,Medium,Animal,,,,,,,,,,,,,,,,,,,,,,2,3,0,-4,1,3,9,,,,,,7,,,,,,,,7,,27,18,6,9,7,,,,"15 feet, fly 20 feet","Melee beak +11, Damage 1d10+2 piercing","Melee tail +11 (agile, reach 10 feet), Damage 1d8+3 slashing",,,,,,,,,,,
IOTON,0,Bestiary 3,3,thoughtsense (imprecise) 60 feet,Common,Neutral,Tiny,Astral,Incorporeal,,,,,,absorbed language,,,,,,,,,,,,,,,-5,2,3,0,-1,-3,6,,,,,,,,,,,,,6,,,14,14,7,6,3,"disease, poison, precision","all damage 2 (except force, ghost touch, or mental; double resistance vs. non-magical)",mental 3,fly 30 feet,"Melee touch +6 (agile, magical, mental), Effect 1d4 persistent mental damage and leech thought",,,,,,,"Occult Innate Spells DC 14; Cantrips (1st) daze, detect magic",,,,,
SHULSAGA,3,Bestiary 3,10,"Low-Light Vision, rift sense",Uncommon,Neutral,Medium,Astral,,,,,,,Common; telepathy 60 feet (page 306),,,,,,,,,,,,,,,2,4,0,1,3,1,11,,,,,,,,,8,,,,9,8,,35,19,7,11,10,,,,"25 feet, fly 30 feet","Melee halberd +9 (reach 10 feet, versatile S), Damage 1d10+4 piercing","Ranged composite longbow +11 (deadly d10, propulsive, range increment 100 feet, volley 30 feet), Damage 1d8+3 piercing",,,,,,"Occult Innate Spells DC 18, attack +10; 1st floating disk (at will); Cantrips (2nd) dancing lights, detect magic, telekinetic projectile",,,"Shield Block Trigger The monster has its shield raised and takes damage from a physical attack. Effect The monster snaps its shield into place to deflect a blow. The shield prevents the monster from taking an amount of damage up to the shieldes Hardness. The monster and the shield each take any remaining damage, possibly breaking or destroying the shield.",,
CAULBORN,7,Bestiary 3,18,"thoughtsense (precise) 120 feet, no vision",Uncommon,Neutral,Medium,Astral,,,,,,,Abyssal,Aklo,Celestial,Common,Daemonic,Draconic,Infernal,Protean,Requian,Utopian; telepathy 100 feet (page 306),,,,,,2,4,3,6,5,4,,17,,,15,,15,,16,19,,14,17,,,,105,24,12,15,18,visual,mental 10,,25 feet,"Melee claw +17 (agile, finesse); Damage 2d10+5 slashing","Melee hand +17 (finesse, mental); Damage 2d12 mental",,,,,,"Occult Innate Spells DC 25, attack +17; 7th plane shift (self only); 4th charm, vampiric touch (c3972); 3rd hypnotic pattern, mind reading (c3973), paralyze; Cantrips (4th) daze, detect magic, read aura, shield",,,,,
ADACHROS,13,Bestiary 3,22,thoughtsense (imprecise) 120 feet,Uncommon,Neutral,Large,Astral,,,,,,,Abyssal,Celestial,Common,Daemonic,Infernal,Protean,Requian,Utopian; telepathy 120 feet (page 306),,,,,,,,6,2,5,5,5,8,,,25,,25,,27,,,22,,,,,,,225,34,24,21,26,,mental 15,,"40 feet, fly 40 feet","Melee fist +27 (agile, magical, versatile P), Damage 3d10+14 bludgeoning","Ranged psychic shard +27 (magical, range increment 60 feet), Damage 3d8+14 piercing",,,,,,"Occult Innate Spells DC 33; 7th reverse gravity; 6th hallucination (c3972), illusory scene, modify memory, zealous conviction; 5th hallucinatory terrain (c3973); Cantrips (7th) daze, detect magic",,,"Splinter Sycophant Trigger The adachros takes 25 or more bludgeoning, piercing, or slashing damage; Effect The attack breaks off part of the adachroses body. This fragment reshapes and animates into an ioton (page 92) with the minion trait under the adachroses control. The ioton sycophant canet move more than 120 feet from the adachros and crumbles after 1 minute. If the adachros gives it no other commands, the ioton sycophant spends its turn praising the adachros and affirming the adachroses infallibility; this grants the adachros 4d6 temporary Hit Points that last for as long as the ioton sycophant exists, and a +1 status bonus to attack rolls, Perception checks, saving throws, and skill checks for 1 round.",,
ETHER SPIDER,5,Bestiary,12,Darkvision,Common,Neutral,Large,Beast,Ethereal,,,,,,Aklo,,,,,,,,,,,,,,,5,4,3,-2,1,7,,,12,,,,,,,,,,,15,,,75,21,12,15,10,,,,"40 feet, climb 20 feet","Melee fangs +15 (magical), Damage 1d10+7 piercing plus ether spider venom and Grab","Ranged web +14 (magical, range increment 30 feet); Effect ethereal web trap",,,,,,,,,,,
ETTIN,6,Bestiary,16,Low-Light Vision,Common,Chaotic Evil,Large,Giant,Humanoid,,,,,,pidgin of Goblin,Jotun,and Orcish,,,,,,,,,,,,,6,-1,4,-2,2,0,,,16,,,,10,,,,,,,,,,110,21,16,11,12,,,,35 feet,"Melee flail +16 (disarm, reach 10 feet, sweep, trip), Damage 2d6+10 bludgeoning","Melee fist +16 (agile, reach 10 feet), Damage 1d6+10 bludgeoning",,,,,,,,,"Attack of OpportunityTrigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.",,
EUNEMVRO,5,Bestiary 3,11,Darkvision,Uncommon,Neutral,Medium,Humanoid,Positive,,,,,,Common,,,,,,,,,,,,,,,4,5,4,3,2,3,14,,13,,,,10,,,,,,,12,,,78,22,13,14,11,death effects,negative 5,,35 feet,"Melee fist +14 (agile, magical), Damage 2d6+6 bludgeoning or positive","Melee foot +14 (magical), Damage 2d8+6 bludgeoning or positive plus Knockdown (page 305)",,,,,,"Occult Innate Spells DC 20; 2nd gentle repose; Cantrips (2nd) chill touch (undead only), disrupt undead",,,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.","Retributive Suplex Trigger A Medium or smaller creature attempts a melee Strike against the eunemvro and the attack roll is a critical failure; Effect The eunemvro seizes the triggering creature, using the attackeres momentum to send them flailing overhead. The triggering creature must succeed at a DC 23 Reflex save or be forcibly moved to a space on the opposite side of the eunemvro, landing prone.",
COMMON EURYPTERID,-1,Bestiary 3,2,"Low-Light Vision, Wavesense (imprecise) 30 feet (page 307)",Common,Neutral,Medium,Amphibious,Animal,,,,,,,,,,,,,,,,,,,,,2,0,3,-5,0,-3,,,4,,,,,,,,,,,4,,,9,15,7,4,2,,,,"30 feet, swim 30 feet","Melee pincer +6, Damage 1d6+2 slashing plus Grab (page 305)","Melee stinger +6, Damage 1d4+2 piercing plus eurypterid venom",,,,,,,,,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike. Stinger only .",,
SPINY EURYPTERID,5,Bestiary 3,10,"Darkvision, Wavesense (imprecise) 30 feet (page 307)",Common,Neutral,Large,Amphibious,Animal,,,,,,,,,,,,,,,,,,,,,4,2,5,-5,1,-3,,,13,,,,,,,,,,,13,,,70,22,16,11,10,,,,"40 feet, swim 40 feet","Melee pincer +15, Damage 2d8+4 slashing plus Grab (page 305)","Melee stinger +15, Damage 2d6+4 piercing plus spiny eurypterid venom",,,,,,,,,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike. Stinger only .",,
EXCORION,7,Agents of Edgewatch - 02 - Sixty Feet Under,18,Darkvision,Uncommon,Neutral Evil,Medium,Undead,,,,,,,,,,,,,,,,,,,,,,4,5,4,-3,1,0,16,,17,,,,,,,,,,,16,,,160,24,17,18,14,"death effects, disease, mental, paralyzed, poison, unconscious",,"positive 10, slashing 5",35 feet,"Melee fist +18 (agile, finesse), Damage 2d8+8 bludgeoning plus Grab","Ranged bloody spew +18 (range 20 feet), Damage 3d6+4 bludgeoning and dazzled for 1 round",,,,,,,,,,,
EXCORION PARAGON,18,Agents of Edgewatch - 06 - Ruins of the Radiant Siege,30,Darkvision,Rare,Neutral Evil,Medium,Undead,,,,,,,Daemonic,,,,,,,,,,,,,,,6,8,7,-3,4,0,32,,32,,,,,,,,,,,32,,,300,41,31,32,26,"death effects, disease, mental, paralyzed, poison, unconscious",,"positive 15, slashing 10",40 feet,"Melee fist +34 (agile, finesse), Damage 3d8+14 bludgeoning plus Grab","Ranged bloody spew +34 (range 30 feet), Damage 5d6+7 bludgeoning and dazzled for 1 round (or blinded for 1 round on critical hit)",,,,,,,,,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike. Trip only.",,
FACELESS BUTCHER,11,Extinction Curse - 04 - Siege of the Dinosaurs,21,Darkvision,Uncommon,Neutral Evil,Medium,Humanoid,,,,,,,Common,one regional language (canet speak any language),,,,,,,,,,,,,,7,5,6,1,3,5,22,,24,,24,,22,,,,,,,24,,,175,31,23,22,20,,bludgeoning 8,,25 feet Speed or attack or damage bonuses with their Strikes.,"Melee cleaver +24 (forceful, sweep), Damage 2d12+7 slashing","Melee fist +24 (agile, nonlethal), Damage 2d10+7 bludgeoning","Ranged cleaver +22 (thrown 10 feet), Damage 2d12+7 slashing","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,,,,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.",,
FAERIE DRAGON,2,Bestiary,16,Darkvision,Uncommon,Chaotic Good,Tiny,Dragon,,,,,,,Common,Draconic,Sylvan; telepathy 100 feet,,,,,,,,,,,,,-2,4,0,2,0,2,8,,,,8,8,,,4,,,,,10,,,30,18,5,12,11,"paralyzed, sleep",,,"15 feet, fly 40 feet, swim 20 feet","Melee jaws +10 (magical, finesse), Damage 1d4 piercing",,,,,,,Arcane Innate Spells DC 21; 4th invisibility (self only),"Arcane Spontaneous Spells DC 18, attack +10; 1st (4 slots) grease, illusory object, sleep; Cantrips (1st) dancing lights, ghost sound, prestidigitation, tanglefoot, telekinetic projectile",,,,
FESTROG,1,Bestiary 3,6,Darkvision,Common,Neutral Evil,Medium,Undead,,,,,,,Common,,,,,,,,,,,,,,,4,2,2,0,1,1,5,,7,,,,,,,,,,,7,5,,24,15,7,7,6,"death effects, disease, paralyzed, poison, sleep",,,30 feet,"Melee jaws +9, Damage 1d6+4 piercing","Melee claw +9 (agile), Damage 1d4+4 slashing",,,,,,,,,,,
FETCHLING SCOUT,1,Bestiary 2,5,Darkvision,Common,Neutral,Medium,Fetchling,Humanoid,Shadow,,,,,Common,Shadowtongue,,,,,,,,,,,,,,1,4,2,0,0,2,7,,4,,5,5,,,,,,,3,7,,7,18,18,5,9,5,,,,25 feet,"Melee dagger +9 (agile, finesse, versatile S), Damage 1d4+1 piercing","Ranged dagger +9 (agile, finesse, thrown 10 feet, versatile S), Damage 1d4+1 piercing","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,Occult Innate Spells DC 15; 1st illusory disguise,,,,,
PUFFERFISH,-1,Bestiary 3,4,Low-Light Vision,Common,Neutral,Tiny,Animal,Aquatic,,,,,,,,,,,,,,,,,,,,,2,0,2,-5,1,-2,2,,4,,,,,,,,,,,,,,12,12,5,3,2,,,,swim 15 feet,"Melee bite +6, Damage 1d6+1 piercing plus pufferfish venom",,,,,,,,,,,,
PIRANHA SWARM,3,Bestiary 3,9,"blood Scent, Low-Light Vision, Scent (imprecise) 100 feet",Common,Neutral,Large,Animal,Aquatic,Swarm,,,,,,,,,,,,,,,,,,,,1,3,2,-5,2,-2,10,,8,,,,,,,,,,,,,,40,16,9,10,7,"precision, swarm mind (page 306)","bludgeoning 5, piercing 2, slashing 5","area damage 5, splash damage 5",swim 30 feet,,,,,,,,,,,,,
GIANT FLEA,3,Extinction Curse - 01 - The Show Must Go On,10,"Low-Light Vision, Scent (imprecise) 30 feet",Common,Neutral,Large,Animal,,,,,,,,,,,,,,,,,,,,,,2,3,3,-5,1,-4,10,,9,,,,,,,,,,,,,,50,19,12,12,4,disease,,,30 feet,"Melee proboscis +10, Damage 1d8+4 piercing plus Suck Blood and flea fever",,,,,,,,,,,,
FLEA SWARM,5,Extinction Curse - 01 - The Show Must Go On,13,"Low-Light Vision, Scent (imprecise) 30 feet",Common,Neutral,Large,Animal,Swarm,,,,,,,,,,,,,,,,,,,,,-2,5,4,-5,1,-4,14,,9,,,,,,,,,,,,,,55,18,15,16,6,"disease, precision, swarm mind",physical 8 (except bludgeoning),"area damage 4, splash damage 4",30 feet,,,,,,,,,,,,,
GROTHLUT,3,Bestiary,5,Darkvision,Common,Neutral,Medium,Aberration,Mindless,,,,,,,,,,,,,,,,,,,,,4,-2,4,-5,0,-3,,,11,,,,,,,,,,,,,,50,19,11,5,7,"acid, mental",,,20 feet,"Melee claw +11 (agile), Damage 1d10+8 slashing","Ranged digestive spew +7 (acid, range increment 15 feet, splash), Damage 2d6 acid damage plus 1d6 splash acid damage",,,,,,,,,,,
DRESHKAN,4,Abomination Vaults - 02 - Hands of the Devil,11,Darkvision,Uncommon,Neutral,Medium,Aberration,Construct,,,,,,Undercommon,,,,,,,,,,,,,,,4,5,2,-2,3,2,11,,12,,,,10,,,,,,,13,,,72,20,10,13,11,electricity,,,"30 feet, climb 30 feet","Melee claw +13 (agile, finesse), Damage 2d6+4 slashing","Ranged needle +13 (range increment 30 feet), Damage 1d4 piercing plus 2d8 electricity",,,,,,,,,Defensive Needle Trigger A creature critically fails a melee Strike against the dreshkan; Effect The dreshkan makes a needle Strike against that creature.,,
LALLIZANX,6,Abomination Vaults - 02 - Hands of the Devil,13,Darkvision,Common,Chaotic Evil,Large,Aberration,,,,,,,Elven,Undercommon,,,,,,,,,,,,,,4,3,3,2,3,4,,14,12,,,,14,,,,,13,,15,,,95,24,13,13,15,sleep,,,"30 feet, climb 20 feet","Melee glaive +16 (deadly 1d8, forceful, reach 10 feet), Damage 1d8+10 slashing","Melee fangs +16, Damage 1d6+10 piercing plus drider venom","Ranged composite longbow +16 (deadly d10, magical, propulsive, range increment 100 feet, reload 0, volley 50 feet), Damage 1d8+8 piercing","Ranged web +15 (range increment 30 feet), Effect web trap",,,,"Arcane Innate Spells DC 20; 4th clairvoyance, suggestion; 3rd clairaudience, dispel magic, levitate; 2nd darkness (at will), faerie fire (at will); Cantrips (3rd) dancing lights, detect magic","Arcane Prepared Spells DC 24, attack +17; 3rd fireball; 2nd acid arrow, invisibility; 1st magic missile (c3972), ray of enfeeblement; Cantrips (3rd) ghost sound, mage hand, ray of frost",,,,
DRIDER,6,Bestiary,13,Darkvision,Common,Chaotic Evil,Large,Aberration,,,,,,,Elven,Undercommon,,,,,,,,,,,,,,4,3,3,2,3,4,,14,12,,,,14,,,,,13,,15,,,95,24,13,13,15,sleep,,,"30 feet, climb 20 feet","Melee glaive +16 (deadly 1d8, forceful, reach 10 feet), Damage 1d8+10 slashing","Melee fangs +16, Damage 1d6+10 piercing plus drider venom","Ranged composite longbow +16 (deadly d10, magical, propulsive, range increment 100 feet, reload 0, volley 50 feet), Damage 1d8+8 piercing","Ranged web +15 (range increment 30 feet), Effect web trap",,,,"Arcane Innate Spells DC 20; 4th clairvoyance, suggestion; 3rd clairaudience, dispel magic, levitate; 2nd darkness (at will), faerie fire (at will); Cantrips (3rd) dancing lights, detect magic","Arcane Prepared Spells DC 24, attack +17; 3rd fireball; 2nd acid arrow, invisibility; 1st magic missile (c3972), ray of enfeeblement; Cantrips (3rd) ghost sound, mage hand, ray of frost",,,,
MULVENTOK,7,Abomination Vaults - 02 - Hands of the Devil,15,Darkvision,Uncommon,Neutral,Medium,Aberration,,,,,,,Aklo,Daemonic,Undercommon,,,,,,,,,,,,,6,0,4,2,4,6,,,17,,,,17,,,,,,,,15,,115,24,15,11,17,"death effects, disease, fear",,positive 10,25 feet,"Melee tamchal chakram +18 (agile, deadly 1d6, finesse, magical), Damage 1d6+8 slashing plus 1d6 mental","Melee fist +17, Damage 2d8+8 bludgeoning","Ranged tamchal chakram +13 (agile, deadly 1d6, magical, thrown 20 feet), Damage 1d6+8 slashing plus 1d6 mental","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,"Stay in the Fight (healing, necromancy, magical tradition: occult The practitioners of occult traditions seek to understand the unexplainable, categorize the bizarre, and otherwise access the ephemeral in a systematic way. Bards are the most iconic occult spellcasters, collecting strange esoterica and using their performances to influence the mind or elevate the soul, and occult sorcerers strive to understand the mysterious power in their blood.&gt;occult); Trigger An allied creature within 30 feet reaches 0 HP; Effect The mulventok imparts some of its own energy to keep the ally fighting. The target creature gains 1 Hit Point, and the mulventok takes 2d6 mental damage.",,
