Name,Type,Level,Traits,Tradition,Deities,Bloodlines,Casting Time,Components,Range,Target,Area,Duration,Saving Throw,Spell Attack,Effect,Critical Success,Success,Failure,Critical Failure,Heightening,Heal,Damage,Counteract,Conditions,Source,Nethys Link
Time Beacon,Spell,7,Divination,"arcane,occult","Shyka,Yog-Sothoth",,Single Action,material,None,None,None,until the end of your turn,None,FALSE,"You create a beacon in time, intending to return to it if things go wrong. You can cast time beacon on only your turn. Keep careful track of everything that happens this turn after you cast time beacon. At the end of your turn, you can choose to rewind time back to just after you cast time beacon, removing all effects of your turn since then. Curses, traps, and other harmful effects that happen during your turn might prevent you from returning to the beacon if they are powerful enough. If you suffered any harmful effects during your turn after casting time beacon, to return to your beacon, time beacon attempts a counteract check against each such effect. If it fails at any of these checks, you cant return. After returning to the time beacon, the spell ends.",None,None,None,None,,FALSE,FALSE,TRUE,,Gods & Magic pg. 111,http://2e.aonprd.com/Spells.aspx?ID=592
True Target,Spell,7,"Divination,Fortune,Prediction","arcane,occult",Demon Bringers,,Single Action,verbal,60 feet,4 creatures,None,until the start of your next turn,None,FALSE,"You delve into the possible futures of the next few seconds to understand all the ways your foe might avoid harm, then cast out a vision of that future to those around you. Designate a creature. The first time each target makes an attack roll against that creature during true targets duration, the attacker rolls twice and uses the better result. The attacker also ignores circumstance penalties to the attack roll and any flat check required due to the designated creature being concealed or hidden.",None,None,None,None,,FALSE,FALSE,FALSE,"Hidden,Concealed",Core Rulebook pg. 379,http://2e.aonprd.com/Spells.aspx?ID=346
Unfettered Pack,Spell,7,Abjuration,primal,Yuelral,nymph,Two Actions,"somatic,verbal",30 feet,up to 10 creatures,None,1 hour,None,FALSE,"You free those who travel alongside you from environmental hindrances. Targets dont take circumstance penalties to Speed from vegetation, rubble, winds, or other properties of the environment, whether or not the environment is magical, and they ignore difficult terrain from such environmental properties.",None,None,None,None,Heightened (9th) The targets also ignore greater difficult terrain from environmental properties,FALSE,FALSE,FALSE,,Core Rulebook pg. 379,http://2e.aonprd.com/Spells.aspx?ID=350
Visions of Danger,Spell,7,"Auditory,Illusion,Visual",occult,,fey,Three Actions,"material,somatic,verbal",500 feet,None,30-foot burst,1 minute,Will,FALSE,"An illusion of horrific creatures fills the spells area. The creatures look like Tiny swarming monsters with a specific appearance of your choice, such as Hellish flies or animated saw blades. The burst deals 8d8 mental damage (basic Will save) to each creature thats inside the burst when its created, enters the burst, or starts its turn inside the burst. A creature that critically succeeds at its Will save can immediately attempt to disbelieve the illusion. A creature that tries to Interact with the monsters or observes one with a Seek action can attempt to disbelieve the illusion. Creatures that disbelieve the illusion take no damage from the illusion thereafter.",None,None,None,None,Heightened (+1) The mental damage increases by 1d8,FALSE,TRUE,FALSE,,Core Rulebook pg. 381,http://2e.aonprd.com/Spells.aspx?ID=358
Volcanic Eruption,Spell,7,"Evocation,Fire",primal,Yamatsumi,,Two Actions,"somatic,verbal",120 feet,None,"5-foot radius, 80-foot tall cylinder",None,Reflex,FALSE,"The ground opens up, spraying a column of lava high into the air in a vertical cylinder, dealing 14d6 fire damage to creatures in the area. The lava rapidly cools and encases creatures in the area. A creature encased in rock is clumsy 1 and takes a -10-foot status penalty to its Speeds. All normal terrain is difficult terrain to a flying creature, and such creatures immediately descend 20 feet the moment theyre encased, but they dont take damage from this fall. A creature encased in rock can attempt to Escape against your spell DC to end the effect. Otherwise, the creature remains encased until it takes a total of 50 damage, freeing it from the rock. Additionally, creatures in the area and those within 5 feet of the lava column automatically take 3d6 fire damage from the intense heat, regardless of the results of their saving throws.",The creature is unaffected.,The creature takes half damage.,The creature takes full damage and is encased.,The creature takes double damage and is encased.,"Heightened (+1) The damage in the area increases by 2d6, and the damage from the intense heat increases by 1d6",FALSE,TRUE,FALSE,Clumsy,Core Rulebook pg. 382,http://2e.aonprd.com/Spells.aspx?ID=360
Warp Mind,Spell,7,"Emotion,Enchantment,Incapacitation,Mental","arcane,occult","Nethys,Xhamen-Dor","aberrant,hag",Two Actions,"somatic,verbal",120 feet,1 creature,None,None,Will,FALSE,"You scramble a creatures mental faculties and sensory input. The target must attempt a Will saving throw. Regardless of the result of that save, the target is then temporarily immune for 10 minutes. Warp minds effects happen instantly, so dispel magic and other effects that counteract spells cant counteract them. However, alter reality, miracle, primal phenomenon, restoration, or wish can still counteract the effects.Critical Failure The target is confused permanently.",The target is unaffected.,The target spends the first action on its next turn with the confused condition.,The target is confused for 1 minute.,None,,FALSE,FALSE,TRUE,Confused,Core Rulebook pg. 383,http://2e.aonprd.com/Spells.aspx?ID=369
"All is One, One is All",Spell,8,"Rare,Necromancy","arcane,primal",,,Three Actions,"material,somatic,verbal",60 feet,you and up to 10 willing living allies,None,None,None,FALSE,"You meld the targets matter and life force into one and then, in an instant, sift them back out into their component selves. When you separate the targets back into themselves, you can choose to switch the positions of any number of targets with the positions of other targets. Additionally, you can modulate the share of vital essence to share the burden of pain. Distribute the Hit Points of all targets however you choose, except that no target can receive fewer than 1 Hit Point or more than their maximum Hit Points.",None,None,None,None,,FALSE,FALSE,FALSE,,Legends pg. 64,http://2e.aonprd.com/Spells.aspx?ID=815
Antimagic Field,Spell,8,"Rare,Abjuration","arcane,divine,occult",,,Three Actions,"material,somatic,verbal",None,None,"10-foot emanation, which affects you",sustained up to 1 minute,None,FALSE,"You repel all magic from the target area, preventing spells and other magic from functioning. Spells cant penetrate the area, magic items cease to function within it, and no one inside can cast spells or use magic abilities. Likewise, spells-- such as dispel magic--cant affect the field itself unless they are of a higher level. Magic effects resume the moment they pass outside the field. For example, a ray fired from one side of the field could target a creature on the other side (as long as caster and target are both outside the field). A summoned creature winks out of existence but reappears if the field moves or ends. Invested magic items cease to function, but they remain invested and resume functioning when they exit the field; the ability boost from an apex item isnt suppressed within the field. Spells of a higher level than the antimagic field overcome its effects, and can even be cast by a creature within the field. The field disrupts only magic, so a +3 longsword still functions as a longsword. Magically created creatures (such as golems) function normally within an antimagic field.",None,None,None,None,,FALSE,FALSE,FALSE,,Core Rulebook pg. 318,http://2e.aonprd.com/Spells.aspx?ID=14
Boil Blood,Spell,8,"Evocation,Fire","arcane,primal",,,Two Actions,"somatic,verbal",60 feet,1 creature,None,None,Fortitude,FALSE,"You heat a foes blood and boil it within its veins. The target takes 10d10 fire damage, with a Fortitude save. A nonliving creature with blood in its body (such as a vampire) can be affected, but a creature with no blood is immune.",The target is unaffected.,The target takes half damage.,"The target takes full damage and is <a style=""text-decoration:underline"" href=""Conditions.aspx?ID=10"">drained 2</a>.",The target takes double damage and is drained 3.,Heightened (+1) The damage increases by 1d10,FALSE,TRUE,FALSE,,Secrets of Magic pg. 92,http://2e.aonprd.com/Spells.aspx?ID=874
Burning Blossoms,Spell,8,"Enchantment,Fire,Plant","arcane,primal",,,Three Actions,"somatic,verbal",120 feet,None,"30-foot radius, 100-foot tall cylinder",1 minute,Will,FALSE,"An intangible hollow tree sprouts from the ground and grows to towering height, radiating a fiery passion and fascinating viewers. The base of the tree takes up a single square and grows 100 feet upwards, while its branches extend outwards 30 feet, forming the spells cylindrical area. The tree then blossoms, growing delicate white flowers that burn with white-hot fire. As the trees branches gently rustle in the wind, flower petals drift to the ground in a shower of flame. Any creature that ends its turn under the trees branches takes 6d6 fire damage from the burning petals. Any enemy that can see the tree, even if the enemy is outside the spells area, must attempt a Will save. This is an emotion, mental, and visual effect. Creatures fascinated with the tree must use at least one of their actions on each of their turns to move toward the tree.",The creature is unaffected and is temporarily immune for 24 hours.,"The creature is unaffected, but it must attempt a new save at the end of its turn if it can still see the tree.","The creature is fascinated with the tree until the end of its next turn. If it can still see the tree then, it must attempt a save again.","The creature is fascinated with the tree until the spell ends. The trees fire damage doesnt end the fascination; other <a style=""text-decoration:underline"" href=""Rules.aspx?ID=300"">hostile actions</a> end it, as normal. If the fascination ends, the creature must attempt a new save at the end of its turn if it can still see the tree.",Heightened (+1) The damage increases by 1d6,FALSE,TRUE,FALSE,Fascinated,Secrets of Magic pg. 93,http://2e.aonprd.com/Spells.aspx?ID=878
